Model,DPO2012
Firmware Version,1.39

Point Format,Y,,,
Horizontal Units,S,,,
Horizontal Scale,4,,,
Sample Interval,0.00768049,,,
Filter Frequency,14,,,
Record Length,5200,,,
Gating,0.0% to 100.0%,,0.0% to 100.0%,
Probe Attenuation,1,,1,
Vertical Units,V,,V,
Vertical Offset,-0.204,,-21,
Vertical Scale,0.2,,5,
Label,,,,
TIME,CH1,CH1 Peak Detect,CH2,CH2 Peak Detect
-6.2135e+00,-0.52,-0.504,-7.8,-7.6
-6.2058e+00,-0.52,-0.528,-7.8,-8.2
-6.1982e+00,-0.52,-0.512,-8,-7.6
-6.1905e+00,-0.52,-0.528,-8,-8.2
-6.1828e+00,-0.52,-0.504,-8,-7.6
-6.1751e+00,-0.52,-0.528,-8,-8.2
-6.1674e+00,-0.52,-0.512,-8,-7.6
-6.1598e+00,-0.52,-0.528,-8,-8.2
-6.1521e+00,-0.52,-0.512,-8,-7.8
-6.1444e+00,-0.52,-0.528,-8,-8.2
-6.1367e+00,-0.52,-0.512,-8,-7.8
-6.1290e+00,-0.52,-0.528,-8,-8.2
-6.1214e+00,-0.52,-0.512,-8,-7.8
-6.1137e+00,-0.52,-0.536,-8,-8.2
-6.1060e+00,-0.52,-0.512,-8,-7.8
-6.0983e+00,-0.52,-0.536,-8,-8.2
-6.0906e+00,-0.52,-0.512,-8,-7.8
-6.0829e+00,-0.52,-0.536,-8,-8.2
-6.0753e+00,-0.52,-0.512,-8,-7.8
-6.0676e+00,-0.52,-0.536,-8,-8.2
-6.0599e+00,-0.52,-0.512,-8,-7.8
-6.0522e+00,-0.528,-0.536,-8,-8.2
-6.0445e+00,-0.528,-0.512,-8,-7.8
-6.0369e+00,-0.528,-0.536,-8,-8.2
-6.0292e+00,-0.528,-0.512,-8,-7.8
-6.0215e+00,-0.528,-0.536,-8,-8.4
-6.0138e+00,-0.528,-0.512,-8.2,-7.8
-6.0061e+00,-0.528,-0.536,-8.2,-8.4
-5.9985e+00,-0.528,-0.512,-8.2,-7.8
-5.9908e+00,-0.528,-0.536,-8.2,-8.4
-5.9831e+00,-0.528,-0.52,-8.2,-7.8
-5.9754e+00,-0.528,-0.536,-8.2,-8.4
-5.9677e+00,-0.528,-0.52,-8.2,-8
-5.9601e+00,-0.528,-0.536,-8.2,-8.4
-5.9524e+00,-0.528,-0.52,-8.2,-8
-5.9447e+00,-0.528,-0.536,-8.2,-8.4
-5.9370e+00,-0.528,-0.52,-8.2,-8
-5.9293e+00,-0.528,-0.536,-8.2,-8.4
-5.9217e+00,-0.528,-0.52,-8.2,-8
-5.9140e+00,-0.528,-0.536,-8.2,-8.4
-5.9063e+00,-0.528,-0.512,-8.2,-8
-5.8986e+00,-0.528,-0.544,-8.2,-8.4
-5.8909e+00,-0.528,-0.52,-8.2,-8
-5.8833e+00,-0.528,-0.544,-8.2,-8.4
-5.8756e+00,-0.528,-0.52,-8.2,-8
-5.8679e+00,-0.528,-0.544,-8.2,-8.4
-5.8602e+00,-0.528,-0.52,-8.2,-8
-5.8525e+00,-0.528,-0.544,-8.2,-8.4
-5.8449e+00,-0.528,-0.52,-8.2,-8
-5.8372e+00,-0.528,-0.544,-8.2,-8.6
-5.8295e+00,-0.536,-0.52,-8.2,-8
-5.8218e+00,-0.536,-0.544,-8.2,-8.6
-5.8141e+00,-0.536,-0.52,-8.2,-8
-5.8065e+00,-0.536,-0.544,-8.2,-8.6
-5.7988e+00,-0.536,-0.52,-8.4,-8
-5.7911e+00,-0.536,-0.544,-8.4,-8.6
-5.7834e+00,-0.536,-0.52,-8.4,-8
-5.7757e+00,-0.536,-0.544,-8.4,-8.6
-5.7680e+00,-0.536,-0.528,-8.4,-8.2
-5.7604e+00,-0.536,-0.544,-8.4,-8.6
-5.7527e+00,-0.536,-0.52,-8.4,-8.2
-5.7450e+00,-0.536,-0.544,-8.4,-8.6
-5.7373e+00,-0.536,-0.52,-8.4,-8.2
-5.7296e+00,-0.536,-0.552,-8.4,-8.6
-5.7220e+00,-0.536,-0.528,-8.4,-8.2
-5.7143e+00,-0.536,-0.544,-8.4,-8.6
-5.7066e+00,-0.536,-0.528,-8.4,-8.2
-5.6989e+00,-0.536,-0.552,-8.4,-8.6
-5.6912e+00,-0.536,-0.528,-8.4,-8.2
-5.6836e+00,-0.536,-0.544,-8.4,-8.6
-5.6759e+00,-0.536,-0.528,-8.4,-8.2
-5.6682e+00,-0.536,-0.552,-8.4,-8.6
-5.6605e+00,-0.536,-0.528,-8.4,-8.2
-5.6528e+00,-0.536,-0.552,-8.4,-8.6
-5.6452e+00,-0.536,-0.528,-8.4,-8.2
-5.6375e+00,-0.536,-0.552,-8.4,-8.8
-5.6298e+00,-0.536,-0.528,-8.4,-8.2
-5.6221e+00,-0.536,-0.552,-8.4,-8.8
-5.6144e+00,-0.536,-0.528,-8.4,-8.2
-5.6068e+00,-0.536,-0.552,-8.6,-8.8
-5.5991e+00,-0.544,-0.528,-8.6,-8.2
-5.5914e+00,-0.544,-0.552,-8.6,-8.8
-5.5837e+00,-0.544,-0.528,-8.6,-8.2
-5.5760e+00,-0.544,-0.552,-8.6,-8.8
-5.5684e+00,-0.544,-0.528,-8.6,-8.2
-5.5607e+00,-0.544,-0.552,-8.6,-8.8
-5.5530e+00,-0.544,-0.528,-8.6,-8.2
-5.5453e+00,-0.544,-0.552,-8.6,-8.8
-5.5376e+00,-0.544,-0.528,-8.6,-8.4
-5.5300e+00,-0.544,-0.552,-8.6,-8.8
-5.5223e+00,-0.544,-0.536,-8.6,-8.4
-5.5146e+00,-0.544,-0.552,-8.6,-8.8
-5.5069e+00,-0.544,-0.536,-8.6,-8.4
-5.4992e+00,-0.544,-0.552,-8.6,-8.8
-5.4916e+00,-0.544,-0.536,-8.6,-8.4
-5.4839e+00,-0.544,-0.552,-8.6,-8.8
-5.4762e+00,-0.544,-0.536,-8.6,-8.4
-5.4685e+00,-0.544,-0.552,-8.6,-8.8
-5.4608e+00,-0.544,-0.536,-8.6,-8.4
-5.4531e+00,-0.544,-0.552,-8.6,-9
-5.4455e+00,-0.544,-0.536,-8.6,-8.4
-5.4378e+00,-0.544,-0.552,-8.6,-9
-5.4301e+00,-0.544,-0.536,-8.6,-8.4
-5.4224e+00,-0.544,-0.56,-8.6,-9
-5.4147e+00,-0.544,-0.536,-8.8,-8.4
-5.4071e+00,-0.544,-0.56,-8.8,-9
-5.3994e+00,-0.544,-0.536,-8.8,-8.4
-5.3917e+00,-0.544,-0.56,-8.8,-9
-5.3840e+00,-0.544,-0.536,-8.8,-8.4
-5.3763e+00,-0.544,-0.56,-8.8,-9
-5.3687e+00,-0.552,-0.536,-8.8,-8.6
-5.3610e+00,-0.552,-0.56,-8.8,-9
-5.3533e+00,-0.552,-0.536,-8.8,-8.6
-5.3456e+00,-0.552,-0.56,-8.8,-9
-5.3379e+00,-0.552,-0.536,-8.8,-8.6
-5.3303e+00,-0.552,-0.56,-8.8,-9
-5.3226e+00,-0.552,-0.536,-8.8,-8.6
-5.3149e+00,-0.552,-0.56,-8.8,-9
-5.3072e+00,-0.552,-0.536,-8.8,-8.6
-5.2995e+00,-0.552,-0.56,-8.8,-9
-5.2919e+00,-0.552,-0.544,-8.8,-8.6
-5.2842e+00,-0.552,-0.56,-8.8,-9
-5.2765e+00,-0.552,-0.536,-8.8,-8.6
-5.2688e+00,-0.552,-0.56,-8.8,-9
-5.2611e+00,-0.552,-0.536,-8.8,-8.6
-5.2535e+00,-0.552,-0.568,-8.8,-9
-5.2458e+00,-0.552,-0.536,-8.8,-8.6
-5.2381e+00,-0.552,-0.56,-8.8,-9
-5.2304e+00,-0.552,-0.544,-8.8,-8.6
-5.2227e+00,-0.552,-0.56,-8.8,-9.2
-5.2151e+00,-0.552,-0.544,-8.8,-8.6
-5.2074e+00,-0.552,-0.56,-9,-9.2
-5.1997e+00,-0.552,-0.544,-9,-8.6
-5.1920e+00,-0.552,-0.56,-9,-9.2
-5.1843e+00,-0.552,-0.544,-9,-8.6
-5.1767e+00,-0.552,-0.568,-9,-9.2
-5.1690e+00,-0.552,-0.544,-9,-8.6
-5.1613e+00,-0.552,-0.568,-9,-9.2
-5.1536e+00,-0.552,-0.544,-9,-8.8
-5.1459e+00,-0.552,-0.568,-9,-9.2
-5.1382e+00,-0.552,-0.544,-9,-8.8
-5.1306e+00,-0.552,-0.568,-9,-9.2
-5.1229e+00,-0.552,-0.544,-9,-8.8
-5.1152e+00,-0.552,-0.568,-9,-9.2
-5.1075e+00,-0.56,-0.544,-9,-8.8
-5.0998e+00,-0.56,-0.568,-9,-9.2
-5.0922e+00,-0.56,-0.544,-9,-8.8
-5.0845e+00,-0.56,-0.568,-9,-9.2
-5.0768e+00,-0.56,-0.544,-9,-8.8
-5.0691e+00,-0.56,-0.568,-9,-9.2
-5.0614e+00,-0.56,-0.544,-9,-8.8
-5.0538e+00,-0.56,-0.568,-9,-9.2
-5.0461e+00,-0.56,-0.552,-9,-8.8
-5.0384e+00,-0.56,-0.568,-9,-9.2
-5.0307e+00,-0.56,-0.552,-9,-8.8
-5.0230e+00,-0.56,-0.568,-9,-9.4
-5.0154e+00,-0.56,-0.552,-9.2,-8.8
-5.0077e+00,-0.56,-0.568,-9.2,-9.4
-5.0000e+00,-0.56,-0.552,-9.2,-8.8
-4.9923e+00,-0.56,-0.568,-9.2,-9.4
-4.9846e+00,-0.56,-0.552,-9.2,-8.8
-4.9770e+00,-0.56,-0.568,-9.2,-9.4
-4.9693e+00,-0.56,-0.552,-9.2,-9
-4.9616e+00,-0.56,-0.568,-9.2,-9.4
-4.9539e+00,-0.56,-0.552,-9.2,-9
-4.9462e+00,-0.56,-0.568,-9.2,-9.4
-4.9386e+00,-0.56,-0.552,-9.2,-9
-4.9309e+00,-0.56,-0.576,-9.2,-9.4
-4.9232e+00,-0.56,-0.552,-9.2,-9
-4.9155e+00,-0.56,-0.576,-9.2,-9.4
-4.9078e+00,-0.56,-0.552,-9.2,-9
-4.9002e+00,-0.56,-0.576,-9.2,-9.4
-4.8925e+00,-0.56,-0.552,-9.2,-9
-4.8848e+00,-0.56,-0.576,-9.2,-9.4
-4.8771e+00,-0.56,-0.552,-9.2,-9
-4.8694e+00,-0.568,-0.576,-9.2,-9.4
-4.8618e+00,-0.568,-0.552,-9.2,-9
-4.8541e+00,-0.568,-0.576,-9.2,-9.4
-4.8464e+00,-0.568,-0.552,-9.2,-9
-4.8387e+00,-0.568,-0.576,-9.2,-9.6
-4.8310e+00,-0.568,-0.552,-9.2,-9
-4.8233e+00,-0.568,-0.576,-9.2,-9.6
-4.8157e+00,-0.568,-0.56,-9.2,-9
-4.8080e+00,-0.568,-0.576,-9.4,-9.6
-4.8003e+00,-0.568,-0.552,-9.4,-9
-4.7926e+00,-0.568,-0.576,-9.4,-9.6
-4.7849e+00,-0.568,-0.552,-9.4,-9
-4.7773e+00,-0.568,-0.584,-9.4,-9.6
-4.7696e+00,-0.568,-0.56,-9.4,-9
-4.7619e+00,-0.568,-0.576,-9.4,-9.6
-4.7542e+00,-0.568,-0.56,-9.4,-9.2
-4.7465e+00,-0.568,-0.576,-9.4,-9.6
-4.7389e+00,-0.568,-0.56,-9.4,-9.2
-4.7312e+00,-0.568,-0.576,-9.4,-9.6
-4.7235e+00,-0.568,-0.56,-9.4,-9.2
-4.7158e+00,-0.568,-0.576,-9.4,-9.6
-4.7081e+00,-0.568,-0.56,-9.4,-9.2
-4.7005e+00,-0.568,-0.576,-9.4,-9.6
-4.6928e+00,-0.568,-0.56,-9.4,-9.2
-4.6851e+00,-0.568,-0.584,-9.4,-9.6
-4.6774e+00,-0.568,-0.56,-9.4,-9.2
-4.6697e+00,-0.568,-0.584,-9.4,-9.6
-4.6621e+00,-0.568,-0.56,-9.4,-9.2
-4.6544e+00,-0.568,-0.584,-9.4,-9.8
-4.6467e+00,-0.568,-0.56,-9.4,-9.2
-4.6390e+00,-0.568,-0.584,-9.4,-9.8
-4.6313e+00,-0.576,-0.56,-9.4,-9.2
-4.6237e+00,-0.576,-0.584,-9.6,-9.8
-4.6160e+00,-0.576,-0.56,-9.6,-9.2
-4.6083e+00,-0.576,-0.592,-9.6,-9.8
-4.6006e+00,-0.576,-0.56,-9.6,-9.2
-4.5929e+00,-0.576,-0.584,-9.6,-9.8
-4.5853e+00,-0.576,-0.56,-9.6,-9.2
-4.5776e+00,-0.576,-0.584,-9.6,-9.8
-4.5699e+00,-0.576,-0.56,-9.6,-9.4
-4.5622e+00,-0.576,-0.584,-9.6,-9.8
-4.5545e+00,-0.576,-0.568,-9.6,-9.4
-4.5469e+00,-0.576,-0.584,-9.6,-9.8
-4.5392e+00,-0.576,-0.568,-9.6,-9.4
-4.5315e+00,-0.576,-0.584,-9.6,-9.8
-4.5238e+00,-0.576,-0.568,-9.6,-9.4
-4.5161e+00,-0.576,-0.584,-9.6,-9.8
-4.5084e+00,-0.576,-0.568,-9.6,-9.4
-4.5008e+00,-0.576,-0.584,-9.6,-9.8
-4.4931e+00,-0.576,-0.568,-9.6,-9.4
-4.4854e+00,-0.576,-0.584,-9.6,-9.8
-4.4777e+00,-0.576,-0.568,-9.6,-9.4
-4.4700e+00,-0.576,-0.584,-9.6,-9.8
-4.4624e+00,-0.576,-0.56,-9.6,-9.4
-4.4547e+00,-0.576,-0.592,-9.6,-9.8
-4.4470e+00,-0.576,-0.568,-9.6,-9.4
-4.4393e+00,-0.576,-0.592,-9.6,-9.8
-4.4316e+00,-0.576,-0.568,-9.6,-9.4
-4.4240e+00,-0.576,-0.592,-9.8,-10
-4.4163e+00,-0.576,-0.568,-9.8,-9.4
-4.4086e+00,-0.584,-0.592,-9.8,-10
-4.4009e+00,-0.584,-0.568,-9.8,-9.4
-4.3932e+00,-0.584,-0.592,-9.8,-10
-4.3856e+00,-0.584,-0.568,-9.8,-9.6
-4.3779e+00,-0.584,-0.592,-9.8,-10
-4.3702e+00,-0.584,-0.568,-9.8,-9.6
-4.3625e+00,-0.584,-0.592,-9.8,-10
-4.3548e+00,-0.584,-0.568,-9.8,-9.6
-4.3472e+00,-0.584,-0.592,-9.8,-10
-4.3395e+00,-0.584,-0.576,-9.8,-9.6
-4.3318e+00,-0.584,-0.592,-9.8,-10
-4.3241e+00,-0.584,-0.568,-9.8,-9.6
-4.3164e+00,-0.584,-0.592,-9.8,-10
-4.3088e+00,-0.584,-0.568,-9.8,-9.6
-4.3011e+00,-0.584,-0.592,-9.8,-10
-4.2934e+00,-0.584,-0.568,-9.8,-9.6
-4.2857e+00,-0.592,-0.6,-9.8,-10
-4.2780e+00,-0.592,-0.584,-9.8,-9.6
-4.2704e+00,-0.592,-0.608,-9.8,-10
-4.2627e+00,-0.592,-0.584,-9.8,-9.6
-4.2550e+00,-0.592,-0.608,-9.8,-10
-4.2473e+00,-0.592,-0.584,-9.8,-9.6
-4.2396e+00,-0.592,-0.6,-9.8,-10.2
-4.2320e+00,-0.592,-0.584,-9.8,-9.6
-4.2243e+00,-0.592,-0.608,-9.8,-10.2
-4.2166e+00,-0.592,-0.584,-10,-9.6
-4.2089e+00,-0.592,-0.608,-10,-10.2
-4.2012e+00,-0.592,-0.584,-10,-9.8
-4.1935e+00,-0.592,-0.6,-10,-10.2
-4.1859e+00,-0.592,-0.584,-10,-9.8
-4.1782e+00,-0.592,-0.6,-10,-10.2
-4.1705e+00,-0.592,-0.584,-10,-9.8
-4.1628e+00,-0.592,-0.6,-10,-10.2
-4.1551e+00,-0.592,-0.584,-10,-9.8
-4.1475e+00,-0.592,-0.6,-10,-10.2
-4.1398e+00,-0.592,-0.584,-10,-9.8
-4.1321e+00,-0.592,-0.608,-10,-10.2
-4.1244e+00,-0.592,-0.584,-10,-9.8
-4.1167e+00,-0.592,-0.608,-10,-10.2
-4.1091e+00,-0.592,-0.584,-10,-9.8
-4.1014e+00,-0.6,-0.608,-10,-10.2
-4.0937e+00,-0.6,-0.584,-10,-9.8
-4.0860e+00,-0.6,-0.608,-10,-10.2
-4.0783e+00,-0.6,-0.584,-10,-9.8
-4.0707e+00,-0.6,-0.608,-10,-10.2
-4.0630e+00,-0.6,-0.584,-10,-9.8
-4.0553e+00,-0.6,-0.608,-10,-10.2
-4.0476e+00,-0.6,-0.592,-10,-9.8
-4.0399e+00,-0.6,-0.608,-10.2,-10.2
-4.0323e+00,-0.6,-0.592,-10.2,-9.8
-4.0246e+00,-0.6,-0.608,-10.2,-10.4
-4.0169e+00,-0.6,-0.592,-10.2,-9.8
-4.0092e+00,-0.6,-0.608,-10.2,-10.4
-4.0015e+00,-0.6,-0.584,-10.2,-9.8
-3.9939e+00,-0.6,-0.608,-10.2,-10.4
-3.9862e+00,-0.6,-0.584,-10.2,-10
-3.9785e+00,-0.6,-0.616,-10.2,-10.4
-3.9708e+00,-0.6,-0.592,-10.2,-10
-3.9631e+00,-0.6,-0.608,-10.2,-10.4
-3.9555e+00,-0.6,-0.584,-10.2,-10
-3.9478e+00,-0.6,-0.608,-10.2,-10.4
-3.9401e+00,-0.6,-0.592,-10.2,-10
-3.9324e+00,-0.6,-0.608,-10.2,-10.4
-3.9247e+00,-0.6,-0.592,-10.2,-10
-3.9171e+00,-0.6,-0.608,-10.2,-10.4
-3.9094e+00,-0.6,-0.592,-10.2,-10
-3.9017e+00,-0.6,-0.608,-10.2,-10.4
-3.8940e+00,-0.6,-0.592,-10.2,-10
-3.8863e+00,-0.6,-0.616,-10.2,-10.4
-3.8786e+00,-0.6,-0.592,-10.2,-10
-3.8710e+00,-0.6,-0.616,-10.2,-10.4
-3.8633e+00,-0.6,-0.592,-10.2,-10
-3.8556e+00,-0.6,-0.616,-10.2,-10.4
-3.8479e+00,-0.6,-0.592,-10.2,-10
-3.8402e+00,-0.6,-0.616,-10.4,-10.6
-3.8326e+00,-0.6,-0.592,-10.4,-10
-3.8249e+00,-0.6,-0.616,-10.4,-10.6
-3.8172e+00,-0.6,-0.592,-10.4,-10
-3.8095e+00,-0.608,-0.616,-10.4,-10.6
-3.8018e+00,-0.608,-0.592,-10.4,-10
-3.7942e+00,-0.608,-0.616,-10.4,-10.6
-3.7865e+00,-0.608,-0.592,-10.4,-10.2
-3.7788e+00,-0.608,-0.616,-10.4,-10.6
-3.7711e+00,-0.608,-0.6,-10.4,-10.2
-3.7634e+00,-0.608,-0.616,-10.4,-10.6
-3.7558e+00,-0.608,-0.6,-10.4,-10.2
-3.7481e+00,-0.608,-0.616,-10.4,-10.6
-3.7404e+00,-0.608,-0.6,-10.4,-10.2
-3.7327e+00,-0.608,-0.616,-10.4,-10.6
-3.7250e+00,-0.608,-0.6,-10.4,-10.2
-3.7174e+00,-0.608,-0.616,-10.4,-10.6
-3.7097e+00,-0.608,-0.6,-10.4,-10.2
-3.7020e+00,-0.608,-0.616,-10.4,-10.6
-3.6943e+00,-0.608,-0.6,-10.4,-10.2
-3.6866e+00,-0.608,-0.616,-10.4,-10.6
-3.6790e+00,-0.608,-0.6,-10.4,-10.2
-3.6713e+00,-0.608,-0.616,-10.4,-10.6
-3.6636e+00,-0.608,-0.592,-10.4,-10.2
-3.6559e+00,-0.608,-0.624,-10.4,-10.6
-3.6482e+00,-0.608,-0.6,-10.4,-10.2
-3.6406e+00,-0.608,-0.624,-10.4,-10.8
-3.6329e+00,-0.608,-0.6,-10.6,-10.4
-3.6252e+00,-0.608,-0.624,-10.6,-10.8
-3.6175e+00,-0.608,-0.6,-10.6,-10.4
-3.6098e+00,-0.608,-0.624,-10.6,-10.8
-3.6022e+00,-0.608,-0.6,-10.6,-10.4
-3.5945e+00,-0.608,-0.624,-10.6,-10.8
-3.5868e+00,-0.608,-0.6,-10.6,-10.4
-3.5791e+00,-0.616,-0.624,-10.6,-10.8
-3.5714e+00,-0.616,-0.6,-10.6,-10.4
-3.5637e+00,-0.616,-0.624,-10.6,-10.8
-3.5561e+00,-0.616,-0.6,-10.6,-10.4
-3.5484e+00,-0.616,-0.624,-10.6,-10.8
-3.5407e+00,-0.616,-0.6,-10.6,-10.4
-3.5330e+00,-0.616,-0.624,-10.6,-10.8
-3.5253e+00,-0.616,-0.6,-10.6,-10.4
-3.5177e+00,-0.616,-0.624,-10.6,-10.8
-3.5100e+00,-0.616,-0.6,-10.6,-10.4
-3.5023e+00,-0.616,-0.624,-10.6,-10.8
-3.4946e+00,-0.616,-0.608,-10.6,-10.4
-3.4869e+00,-0.616,-0.624,-10.6,-10.8
-3.4793e+00,-0.616,-0.608,-10.6,-10.4
-3.4716e+00,-0.616,-0.632,-10.6,-10.8
-3.4639e+00,-0.616,-0.608,-10.6,-10.4
-3.4562e+00,-0.616,-0.624,-10.6,-10.8
-3.4485e+00,-0.616,-0.608,-10.6,-10.4
-3.4409e+00,-0.616,-0.624,-10.8,-11
-3.4332e+00,-0.616,-0.608,-10.8,-10.4
-3.4255e+00,-0.616,-0.624,-10.8,-11
-3.4178e+00,-0.616,-0.608,-10.8,-10.6
-3.4101e+00,-0.616,-0.632,-10.8,-11
-3.4025e+00,-0.616,-0.608,-10.8,-10.6
-3.3948e+00,-0.616,-0.632,-10.8,-11
-3.3871e+00,-0.624,-0.608,-10.8,-10.6
-3.3794e+00,-0.624,-0.632,-10.8,-11
-3.3717e+00,-0.624,-0.608,-10.8,-10.6
-3.3641e+00,-0.624,-0.632,-10.8,-11
-3.3564e+00,-0.624,-0.608,-10.8,-10.6
-3.3487e+00,-0.624,-0.632,-10.8,-11
-3.3410e+00,-0.624,-0.608,-10.8,-10.6
-3.3333e+00,-0.624,-0.64,-10.8,-11
-3.3257e+00,-0.624,-0.616,-10.8,-10.6
-3.3180e+00,-0.624,-0.632,-10.8,-11
-3.3103e+00,-0.624,-0.616,-10.8,-10.6
-3.3026e+00,-0.624,-0.632,-10.8,-11
-3.2949e+00,-0.624,-0.616,-10.8,-10.6
-3.2873e+00,-0.624,-0.632,-10.8,-11
-3.2796e+00,-0.624,-0.616,-10.8,-10.6
-3.2719e+00,-0.624,-0.632,-10.8,-11
-3.2642e+00,-0.624,-0.616,-10.8,-10.6
-3.2565e+00,-0.624,-0.64,-10.8,-11
-3.2488e+00,-0.624,-0.616,-10.8,-10.6
-3.2412e+00,-0.624,-0.64,-11,-11
-3.2335e+00,-0.624,-0.616,-11,-10.6
-3.2258e+00,-0.624,-0.64,-11,-11.2
-3.2181e+00,-0.624,-0.616,-11,-10.6
-3.2104e+00,-0.632,-0.64,-11,-11.2
-3.2028e+00,-0.632,-0.616,-11,-10.8
-3.1951e+00,-0.632,-0.64,-11,-11.2
-3.1874e+00,-0.632,-0.616,-11,-10.8
-3.1797e+00,-0.632,-0.64,-11,-11.2
-3.1720e+00,-0.632,-0.624,-11,-10.8
-3.1644e+00,-0.632,-0.64,-11,-11.2
-3.1567e+00,-0.632,-0.624,-11,-10.8
-3.1490e+00,-0.632,-0.64,-11,-11.2
-3.1413e+00,-0.632,-0.624,-11,-10.8
-3.1336e+00,-0.632,-0.64,-11,-11.2
-3.1260e+00,-0.632,-0.624,-11,-10.8
-3.1183e+00,-0.632,-0.64,-11,-11.2
-3.1106e+00,-0.632,-0.624,-11,-10.8
-3.1029e+00,-0.64,-0.64,-11,-11.2
-3.0952e+00,-0.64,-0.624,-11,-10.8
-3.0876e+00,-0.64,-0.648,-11,-11.2
-3.0799e+00,-0.64,-0.624,-11,-10.8
-3.0722e+00,-0.64,-0.648,-11,-11.2
-3.0645e+00,-0.64,-0.632,-11,-10.8
-3.0568e+00,-0.64,-0.648,-11,-11.4
-3.0492e+00,-0.64,-0.632,-11,-10.8
-3.0415e+00,-0.64,-0.648,-11.2,-11.4
-3.0338e+00,-0.64,-0.632,-11.2,-11
-3.0261e+00,-0.64,-0.656,-11.2,-11.4
-3.0184e+00,-0.64,-0.632,-11.2,-11
-3.0108e+00,-0.64,-0.656,-11.2,-11.4
-3.0031e+00,-0.64,-0.632,-11.2,-11
-2.9954e+00,-0.648,-0.656,-11.2,-11.4
-2.9877e+00,-0.648,-0.632,-11.2,-11
-2.9800e+00,-0.648,-0.656,-11.2,-11.4
-2.9724e+00,-0.648,-0.64,-11.2,-11
-2.9647e+00,-0.648,-0.656,-11.2,-11.4
-2.9570e+00,-0.648,-0.64,-11.2,-11
-2.9493e+00,-0.648,-0.656,-11.2,-11.4
-2.9416e+00,-0.656,-0.64,-11.2,-11
-2.9339e+00,-0.656,-0.664,-11.2,-11.4
-2.9263e+00,-0.656,-0.648,-11.2,-11
-2.9186e+00,-0.656,-0.664,-11.2,-11.4
-2.9109e+00,-0.656,-0.648,-11.2,-11
-2.9032e+00,-0.656,-0.664,-11.2,-11.4
-2.8955e+00,-0.664,-0.648,-11.2,-11
-2.8879e+00,-0.664,-0.672,-11.2,-11.4
-2.8802e+00,-0.664,-0.648,-11.2,-11
-2.8725e+00,-0.664,-0.672,-11.2,-11.4
-2.8648e+00,-0.664,-0.648,-11.2,-11
-2.8571e+00,-0.664,-0.68,-11.4,-11.4
-2.8495e+00,-0.664,-0.656,-11.4,-11
-2.8418e+00,-0.672,-0.68,-11.4,-11.6
-2.8341e+00,-0.672,-0.664,-11.4,-11.2
-2.8264e+00,-0.672,-0.68,-11.4,-11.6
-2.8187e+00,-0.672,-0.664,-11.4,-11.2
-2.8111e+00,-0.68,-0.688,-11.4,-11.6
-2.8034e+00,-0.68,-0.672,-11.4,-11.2
-2.7957e+00,-0.68,-0.688,-11.4,-11.6
-2.7880e+00,-0.68,-0.672,-11.4,-11.2
-2.7803e+00,-0.688,-0.696,-11.4,-11.6
-2.7727e+00,-0.688,-0.68,-11.4,-11.2
-2.7650e+00,-0.688,-0.696,-11.4,-11.6
-2.7573e+00,-0.688,-0.68,-11.4,-11.2
-2.7496e+00,-0.696,-0.704,-11.4,-11.6
-2.7419e+00,-0.696,-0.688,-11.4,-11.2
-2.7343e+00,-0.696,-0.704,-11.4,-11.6
-2.7266e+00,-0.704,-0.688,-11.4,-11.2
-2.7189e+00,-0.704,-0.712,-11.4,-11.6
-2.7112e+00,-0.704,-0.688,-11.4,-11.2
-2.7035e+00,-0.704,-0.72,-11.4,-11.6
-2.6959e+00,-0.712,-0.696,-11.4,-11.2
-2.6882e+00,-0.712,-0.728,-11.4,-11.6
-2.6805e+00,-0.72,-0.704,-11.4,-11.2
-2.6728e+00,-0.72,-0.728,-11.4,-11.8
-2.6651e+00,-0.72,-0.704,-11.4,-11.2
-2.6575e+00,-0.728,-0.736,-11.6,-11.8
-2.6498e+00,-0.728,-0.712,-11.6,-11.4
-2.6421e+00,-0.728,-0.744,-11.6,-11.8
-2.6344e+00,-0.736,-0.72,-11.6,-11.4
-2.6267e+00,-0.736,-0.744,-11.6,-11.8
-2.6190e+00,-0.736,-0.728,-11.6,-11.4
-2.6114e+00,-0.744,-0.752,-11.6,-11.8
-2.6037e+00,-0.744,-0.736,-11.6,-11.4
-2.5960e+00,-0.752,-0.76,-11.6,-11.8
-2.5883e+00,-0.752,-0.744,-11.6,-11.4
-2.5806e+00,-0.752,-0.768,-11.6,-11.8
-2.5730e+00,-0.76,-0.744,-11.6,-11.4
-2.5653e+00,-0.76,-0.768,-11.6,-11.8
-2.5576e+00,-0.768,-0.752,-11.6,-11.4
-2.5499e+00,-0.768,-0.776,-11.6,-11.8
-2.5422e+00,-0.768,-0.752,-11.6,-11.4
-2.5346e+00,-0.776,-0.784,-11.6,-11.8
-2.5269e+00,-0.776,-0.76,-11.6,-11.4
-2.5192e+00,-0.776,-0.792,-11.6,-11.8
-2.5115e+00,-0.784,-0.768,-11.6,-11.4
-2.5038e+00,-0.784,-0.792,-11.6,-11.8
-2.4962e+00,-0.792,-0.776,-11.6,-11.4
-2.4885e+00,-0.792,-0.8,-11.6,-11.8
-2.4808e+00,-0.792,-0.784,-11.6,-11.4
-2.4731e+00,-0.8,-0.808,-11.6,-12
